stem,version,course_id,crn,section,file_size_kb,s0_status,source_pdf,page_count,body_font_size_pt,annotated_lines,plain_lines,annotated_tokens,s1_status,s1_md_file,sections_stripped,tokens_stripped,tokens_remaining,reduction_pct,reduction_notes,strip_type_counts,stripped_headers,new_bp_candidates,s2_status,s2_md_file,input_tokens,chunk_count,avg_chunk_tokens,chunk_size_setting,overlap_setting,llm_status,llm_error,s3_status,s3_json_file,processed_at,validation_feedback
202611_CSCE_632_600_54784,v010,CSCE 632,54784,600,310.9,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260304/202611_CSCE_632_600_54784.pdf"", ""202611_CSCE_632_600_54784.pdf"")",25,11.0,56,747,8890,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_CSCE_632_600_54784_v010.md"", ""202611_CSCE_632_600_54784_v010.md"")",22,4444,4387,50.3,,"TAMU_POLICY:12,TECH_SUPPORT:6,DEPT_HEADER:2,INSTITUTIONAL:2","[DEPT_HEADER] College of Engineering | [DEPT_HEADER] Computer Science and Engineering | [INSTITUTIONAL] Late Days Table | [INSTITUTIONAL] Respect for All | [TECH_SUPPORT] Technology Support | [TECH_SUPPORT] Technology Services (IT) - Main Campus | [TECH_SUPPORT] Canvas LMS Technical Support | [TECH_SUPPORT] Gradescope Technical Support | [TECH_SUPPORT] Perusall Technical Support | [TECH_SUPPORT] Peerceptiv Technical Support | [TAMU_POLICY] University Policies | [TAMU_POLICY] Academic Integrity Statement and Policy | [TAMU_POLICY] University Attendance Policy | [TAMU_POLICY] Makeup Work Policy | [TAMU_POLICY] Notice of Nondiscrimination | [TAMU_POLICY] Civil Rights, Free Speech, and Title IX Policies | [TAMU_POLICY] Americans with Disabilities Act (ADA) Policy | [TAMU_POLICY] Pregnancy Accommodations | [TAMU_POLICY] Statement on Mental Health and Wellness | [TAMU_POLICY] Statement on the Family Educational Rights and | [TAMU_POLICY] Privacy Act (FERPA) | [TAMU_POLICY] Free Speech and Civil Discourse",5 candidates,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202611_CSCE_632_600_54784_v010.md"", ""202611_CSCE_632_600_54784_v010.md"")",4340,8,637,600,100,ok,,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202611_CSCE_632_600_54784_v010.json"", ""202611_CSCE_632_600_54784_v010.json"")",2026-03-11T01:49:52.948942,
202611_CSCE_629_700_54783,v010,CSCE 629,54783,700,242.1,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_CSCE_629_700_54783.pdf"", ""202611_CSCE_629_700_54783.pdf"")",12,11.0,40,304,4698,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_CSCE_629_700_54783_v010.md"", ""202611_CSCE_629_700_54783_v010.md"")",16,3648,1009,78.3,"thin_syllabus: 78.3% stripped, 1009 tokens remaining","TAMU_POLICY:12,DEPT_HEADER:2,TECH_SUPPORT:1,BODY_BOILERPLATE:1","[DEPT_HEADER] College of Engineering | [DEPT_HEADER] Computer Science and Engineering | [TECH_SUPPORT] Technology Support | [TAMU_POLICY] University Policies | [TAMU_POLICY] Academic Integrity Statement and Policy | [TAMU_POLICY] University Attendance Policy | [TAMU_POLICY] Makeup Work Policy | [TAMU_POLICY] Notice of Nondiscrimination | [TAMU_POLICY] Civil Rights, Free Speech, and Title IX Policies | [TAMU_POLICY] Americans with Disabilities Act (ADA) Policy | [TAMU_POLICY] Pregnancy Accommodations | [TAMU_POLICY] Statement on Mental Health and Wellness | [TAMU_POLICY] Statement on the Family Educational Rights and | [TAMU_POLICY] Privacy Act (FERPA) | [TAMU_POLICY] Free Speech and Civil Discourse | [BODY_BOILERPLATE] Regrading Policy",3 candidates,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202611_CSCE_629_700_54783_v010.md"", ""202611_CSCE_629_700_54783_v010.md"")",982,2,547,600,100,ok,,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202611_CSCE_629_700_54783_v010.json"", ""202611_CSCE_629_700_54783_v010.json"")",2026-03-11T01:49:48.133055,
202611_CSCE_629_600_54978,v010,CSCE 629,54978,600,237.0,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260304/202611_CSCE_629_600_54978.pdf"", ""202611_CSCE_629_600_54978.pdf"")",11,11.0,41,279,4332,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_CSCE_629_600_54978_v010.md"", ""202611_CSCE_629_600_54978_v010.md"")",16,3176,1114,74.0,,"TAMU_POLICY:12,DEPT_HEADER:2,TECH_SUPPORT:1,BODY_BOILERPLATE:1","[DEPT_HEADER] College of Engineering | [DEPT_HEADER] Computer Science and Engineering | [TECH_SUPPORT] Technology Support | [TAMU_POLICY] University Policies | [TAMU_POLICY] Academic Integrity Statement and Policy | [TAMU_POLICY] University Attendance Policy | [TAMU_POLICY] Makeup Work Policy | [TAMU_POLICY] Notice of Nondiscrimination | [TAMU_POLICY] Civil Rights, Free Speech, and Title IX Policies | [TAMU_POLICY] Americans with Disabilities Act (ADA) Policy | [TAMU_POLICY] Pregnancy Accommodations | [TAMU_POLICY] Statement on Mental Health and Wellness | [TAMU_POLICY] Statement on the Family Educational Rights and | [TAMU_POLICY] Privacy Act (FERPA) | [TAMU_POLICY] Free Speech and Civil Discourse | [BODY_BOILERPLATE] Regrading Policy",4 candidates,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202611_CSCE_629_600_54978_v010.md"", ""202611_CSCE_629_600_54978_v010.md"")",1085,2,598,600,100,ok,,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202611_CSCE_629_600_54978_v010.json"", ""202611_CSCE_629_600_54978_v010.json"")",2026-03-11T01:49:44.124733,
202611_CSCE_624_600_58435,v010,CSCE 624,58435,600,265.6,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260304/202611_CSCE_624_600_58435.pdf"", ""202611_CSCE_624_600_58435.pdf"")",14,11.0,44,306,4770,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_CSCE_624_600_58435_v010.md"", ""202611_CSCE_624_600_58435_v010.md"")",15,2957,1773,62.5,,"TAMU_POLICY:12,DEPT_HEADER:2,TECH_SUPPORT:1","[DEPT_HEADER] College of Engineering | [DEPT_HEADER] Computer Science and Engineering | [TECH_SUPPORT] Technology Support | [TAMU_POLICY] University Policies | [TAMU_POLICY] Academic Integrity Statement and Policy | [TAMU_POLICY] University Attendance Policy | [TAMU_POLICY] Makeup Work Policy | [TAMU_POLICY] Notice of Nondiscrimination | [TAMU_POLICY] Civil Rights, Free Speech, and Title IX Policies | [TAMU_POLICY] Americans with Disabilities Act (ADA) Policy | [TAMU_POLICY] Pregnancy Accommodations | [TAMU_POLICY] Statement on Mental Health and Wellness | [TAMU_POLICY] Statement on the Family Educational Rights and | [TAMU_POLICY] Privacy Act (FERPA) | [TAMU_POLICY] Free Speech and Civil Discourse",5 candidates,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202611_CSCE_624_600_58435_v010.md"", ""202611_CSCE_624_600_58435_v010.md"")",1740,3,655,600,100,ok,,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202611_CSCE_624_600_58435_v010.json"", ""202611_CSCE_624_600_58435_v010.json"")",2026-03-11T01:49:38.946411,
202611_CSCE_614_600_42743,v010,CSCE 614,42743,600,322.2,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260304/202611_CSCE_614_600_42743.pdf"", ""202611_CSCE_614_600_42743.pdf"")",13,11.0,171,218,5135,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_CSCE_614_600_42743_v010.md"", ""202611_CSCE_614_600_42743_v010.md"")",15,2957,2137,58.0,,"TAMU_POLICY:12,DEPT_HEADER:2,TECH_SUPPORT:1","[DEPT_HEADER] College of Engineering | [DEPT_HEADER] Computer Science and Engineering | [TECH_SUPPORT] Technology Support | [TAMU_POLICY] University Policies | [TAMU_POLICY] Academic Integrity Statement and Policy | [TAMU_POLICY] University Attendance Policy | [TAMU_POLICY] Makeup Work Policy | [TAMU_POLICY] Notice of Nondiscrimination | [TAMU_POLICY] Civil Rights, Free Speech, and Title IX Policies | [TAMU_POLICY] Americans with Disabilities Act (ADA) Policy | [TAMU_POLICY] Pregnancy Accommodations | [TAMU_POLICY] Statement on Mental Health and Wellness | [TAMU_POLICY] Statement on the Family Educational Rights and | [TAMU_POLICY] Privacy Act (FERPA) | [TAMU_POLICY] Free Speech and Civil Discourse",11 candidates,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202611_CSCE_614_600_42743_v010.md"", ""202611_CSCE_614_600_42743_v010.md"")",1813,3,679,600,100,ok,,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202611_CSCE_614_600_42743_v010.json"", ""202611_CSCE_614_600_42743_v010.json"")",2026-03-11T01:49:32.704135,
202611_CSCE_612_600_42640,v010,CSCE 612,42640,600,247.7,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260304/202611_CSCE_612_600_42640.pdf"", ""202611_CSCE_612_600_42640.pdf"")",11,11.0,164,204,4578,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_CSCE_612_600_42640_v010.md"", ""202611_CSCE_612_600_42640_v010.md"")",15,2818,1719,62.1,,"TAMU_POLICY:12,DEPT_HEADER:2,TECH_SUPPORT:1","[DEPT_HEADER] College of Engineering | [DEPT_HEADER] Computer Science and Engineering | [TECH_SUPPORT] Technology Support | [TAMU_POLICY] University Policies | [TAMU_POLICY] Academic Integrity Statement and Policy | [TAMU_POLICY] University Attendance Policy | [TAMU_POLICY] Makeup Work Policy | [TAMU_POLICY] Notice of Nondiscrimination | [TAMU_POLICY] Civil Rights, Free Speech, and Title IX Policies | [TAMU_POLICY] Americans with Disabilities Act (ADA) Policy | [TAMU_POLICY] Pregnancy Accommodations | [TAMU_POLICY] Statement on Mental Health and Wellness | [TAMU_POLICY] Statement on the Family Educational Rights and | [TAMU_POLICY] Privacy Act (FERPA) | [TAMU_POLICY] Free Speech and Civil Discourse",4 candidates,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202611_CSCE_612_600_42640_v010.md"", ""202611_CSCE_612_600_42640_v010.md"")",1384,3,543,600,100,ok,,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202611_CSCE_612_600_42640_v010.json"", ""202611_CSCE_612_600_42640_v010.json"")",2026-03-11T01:49:27.689546,
202611_CSCE_611_700_50746,v010,CSCE 611,50746,700,301.7,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_CSCE_611_700_50746.pdf"", ""202611_CSCE_611_700_50746.pdf"")",15,11.0,285,222,6667,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_CSCE_611_700_50746_v010.md"", ""202611_CSCE_611_700_50746_v010.md"")",15,2957,3670,44.6,,"TAMU_POLICY:12,DEPT_HEADER:2,TECH_SUPPORT:1","[DEPT_HEADER] College of Engineering | [DEPT_HEADER] Computer Science and Engineering | [TECH_SUPPORT] Technology Support | [TAMU_POLICY] University Policies | [TAMU_POLICY] Academic Integrity Statement and Policy | [TAMU_POLICY] University Attendance Policy | [TAMU_POLICY] Makeup Work Policy | [TAMU_POLICY] Notice of Nondiscrimination | [TAMU_POLICY] Civil Rights, Free Speech, and Title IX Policies | [TAMU_POLICY] Americans with Disabilities Act (ADA) Policy | [TAMU_POLICY] Pregnancy Accommodations | [TAMU_POLICY] Statement on Mental Health and Wellness | [TAMU_POLICY] Statement on the Family Educational Rights and | [TAMU_POLICY] Privacy Act (FERPA) | [TAMU_POLICY] Free Speech and Civil Discourse",16 candidates,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202611_CSCE_611_700_50746_v010.md"", ""202611_CSCE_611_700_50746_v010.md"")",3037,5,699,600,100,ok,,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202611_CSCE_611_700_50746_v010.json"", ""202611_CSCE_611_700_50746_v010.json"")",2026-03-11T01:49:20.653029,
202611_CSCE_611_600_50668,v010,CSCE 611,50668,600,300.9,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260304/202611_CSCE_611_600_50668.pdf"", ""202611_CSCE_611_600_50668.pdf"")",15,11.0,283,219,6581,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_CSCE_611_600_50668_v010.md"", ""202611_CSCE_611_600_50668_v010.md"")",15,2957,3583,45.2,,"TAMU_POLICY:12,DEPT_HEADER:2,TECH_SUPPORT:1","[DEPT_HEADER] College of Engineering | [DEPT_HEADER] Computer Science and Engineering | [TECH_SUPPORT] Technology Support | [TAMU_POLICY] University Policies | [TAMU_POLICY] Academic Integrity Statement and Policy | [TAMU_POLICY] University Attendance Policy | [TAMU_POLICY] Makeup Work Policy | [TAMU_POLICY] Notice of Nondiscrimination | [TAMU_POLICY] Civil Rights, Free Speech, and Title IX Policies | [TAMU_POLICY] Americans with Disabilities Act (ADA) Policy | [TAMU_POLICY] Pregnancy Accommodations | [TAMU_POLICY] Statement on Mental Health and Wellness | [TAMU_POLICY] Statement on the Family Educational Rights and | [TAMU_POLICY] Privacy Act (FERPA) | [TAMU_POLICY] Free Speech and Civil Discourse",15 candidates,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202611_CSCE_611_600_50668_v010.md"", ""202611_CSCE_611_600_50668_v010.md"")",2956,5,683,600,100,ok,,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202611_CSCE_611_600_50668_v010.json"", ""202611_CSCE_611_600_50668_v010.json"")",2026-03-11T01:49:13.430515,
202611_CSCE_608_600_46648,v010,CSCE 608,46648,600,254.5,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260304/202611_CSCE_608_600_46648.pdf"", ""202611_CSCE_608_600_46648.pdf"")",11,11.0,44,239,4047,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_CSCE_608_600_46648_v010.md"", ""202611_CSCE_608_600_46648_v010.md"")",15,2957,1049,73.8,,"TAMU_POLICY:12,DEPT_HEADER:2,TECH_SUPPORT:1","[DEPT_HEADER] College of Engineering | [DEPT_HEADER] Computer Science and Engineering | [TECH_SUPPORT] Technology Support | [TAMU_POLICY] University Policies | [TAMU_POLICY] Academic Integrity Statement and Policy | [TAMU_POLICY] University Attendance Policy | [TAMU_POLICY] Makeup Work Policy | [TAMU_POLICY] Notice of Nondiscrimination | [TAMU_POLICY] Civil Rights, Free Speech, and Title IX Policies | [TAMU_POLICY] Americans with Disabilities Act (ADA) Policy | [TAMU_POLICY] Pregnancy Accommodations | [TAMU_POLICY] Statement on Mental Health and Wellness | [TAMU_POLICY] Statement on the Family Educational Rights and | [TAMU_POLICY] Privacy Act (FERPA) | [TAMU_POLICY] Free Speech and Civil Discourse",4 candidates,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202611_CSCE_608_600_46648_v010.md"", ""202611_CSCE_608_600_46648_v010.md"")",1013,2,558,600,100,ok,,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202611_CSCE_608_600_46648_v010.json"", ""202611_CSCE_608_600_46648_v010.json"")",2026-03-11T01:49:08.493576,
202611_CSCE_489_550_60109,v010,CSCE 489,60109,550,567.7,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_CSCE_489_550_60109.pdf"", ""202611_CSCE_489_550_60109.pdf"")",31,11.0,85,973,10613,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_CSCE_489_550_60109_v010.md"", ""202611_CSCE_489_550_60109_v010.md"")",18,4766,5798,45.1,,"TAMU_POLICY:12,INSTITUTIONAL:3,DEPT_HEADER:2,TECH_SUPPORT:1","[DEPT_HEADER] College of Engineering | [DEPT_HEADER] Computer Science and Engineering | [INSTITUTIONAL] Late Days Table | [INSTITUTIONAL] Respect for All | [TECH_SUPPORT] Technology Support | [TAMU_POLICY] University Policies | [TAMU_POLICY] Academic Integrity Statement and Policy | [TAMU_POLICY] University Attendance Policy | [TAMU_POLICY] Makeup Work Policy | [INSTITUTIONAL] Late Days Table | [TAMU_POLICY] Notice of Nondiscrimination | [TAMU_POLICY] Civil Rights, Free Speech, and Title IX Policies | [TAMU_POLICY] Americans with Disabilities Act (ADA) Policy | [TAMU_POLICY] Pregnancy Accommodations | [TAMU_POLICY] Statement on Mental Health and Wellness | [TAMU_POLICY] Statement on the Family Educational Rights and | [TAMU_POLICY] Privacy Act (FERPA) | [TAMU_POLICY] Free Speech and Civil Discourse",7 candidates,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202611_CSCE_489_550_60109_v010.md"", ""202611_CSCE_489_550_60109_v010.md"")",5678,10,666,600,100,ok,,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202611_CSCE_489_550_60109_v010.json"", ""202611_CSCE_489_550_60109_v010.json"")",2026-03-11T01:49:03.738842,
202611_CSCE_489_501_60587,v010,CSCE 489,60587,501,265.4,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_CSCE_489_501_60587.pdf"", ""202611_CSCE_489_501_60587.pdf"")",12,11.0,116,234,4469,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_CSCE_489_501_60587_v010.md"", ""202611_CSCE_489_501_60587_v010.md"")",17,2971,1452,67.2,,"TAMU_POLICY:13,DEPT_HEADER:2,TECH_SUPPORT:2","[DEPT_HEADER] College of Engineering | [DEPT_HEADER] Computer Science and Engineering | [TECH_SUPPORT] Technology Support | [TECH_SUPPORT] Learning Resources | [TAMU_POLICY] College and Department Policies | [TAMU_POLICY] University Policies | [TAMU_POLICY] Academic Integrity Statement and Policy | [TAMU_POLICY] University Attendance Policy | [TAMU_POLICY] Makeup Work Policy | [TAMU_POLICY] Notice of Nondiscrimination | [TAMU_POLICY] Civil Rights, Free Speech, and Title IX Policies | [TAMU_POLICY] Americans with Disabilities Act (ADA) Policy | [TAMU_POLICY] Pregnancy Accommodations | [TAMU_POLICY] Statement on Mental Health and Wellness | [TAMU_POLICY] Statement on the Family Educational Rights and | [TAMU_POLICY] Privacy Act (FERPA) | [TAMU_POLICY] Free Speech and Civil Discourse",6 candidates,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202611_CSCE_489_501_60587_v010.md"", ""202611_CSCE_489_501_60587_v010.md"")",1256,2,691,600,100,ok,,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202611_CSCE_489_501_60587_v010.json"", ""202611_CSCE_489_501_60587_v010.json"")",2026-03-11T01:48:56.916430,
202611_CSCE_483_933_46417,v010,CSCE 483,46417,933,347.7,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_CSCE_483_933_46417.pdf"", ""202611_CSCE_483_933_46417.pdf"")",17,11.0,70,623,6614,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_CSCE_483_933_46417_v010.md"", ""202611_CSCE_483_933_46417_v010.md"")",15,2957,3617,45.0,,"TAMU_POLICY:12,DEPT_HEADER:2,TECH_SUPPORT:1","[DEPT_HEADER] College of Engineering | [DEPT_HEADER] Computer Science and Engineering | [TECH_SUPPORT] Technology Support | [TAMU_POLICY] University Policies | [TAMU_POLICY] Academic Integrity Statement and Policy | [TAMU_POLICY] University Attendance Policy | [TAMU_POLICY] Makeup Work Policy | [TAMU_POLICY] Notice of Nondiscrimination | [TAMU_POLICY] Civil Rights, Free Speech, and Title IX Policies | [TAMU_POLICY] Americans with Disabilities Act (ADA) Policy | [TAMU_POLICY] Pregnancy Accommodations | [TAMU_POLICY] Statement on Mental Health and Wellness | [TAMU_POLICY] Statement on the Family Educational Rights and | [TAMU_POLICY] Privacy Act (FERPA) | [TAMU_POLICY] Free Speech and Civil Discourse",5 candidates,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202611_CSCE_483_933_46417_v010.md"", ""202611_CSCE_483_933_46417_v010.md"")",3486,6,682,600,100,ok,,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202611_CSCE_483_933_46417_v010.json"", ""202611_CSCE_483_933_46417_v010.json"")",2026-03-11T01:48:53.727391,
202611_CSCE_483_932_37080,v010,CSCE 483,37080,932,324.6,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_CSCE_483_932_37080.pdf"", ""202611_CSCE_483_932_37080.pdf"")",17,11.0,64,485,7049,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_CSCE_483_932_37080_v010.md"", ""202611_CSCE_483_932_37080_v010.md"")",15,2957,4052,42.2,,"TAMU_POLICY:12,DEPT_HEADER:2,TECH_SUPPORT:1","[DEPT_HEADER] College of Engineering | [DEPT_HEADER] Computer Science and Engineering | [TECH_SUPPORT] Technology Support | [TAMU_POLICY] University Policies | [TAMU_POLICY] Academic Integrity Statement and Policy | [TAMU_POLICY] University Attendance Policy | [TAMU_POLICY] Makeup Work Policy | [TAMU_POLICY] Notice of Nondiscrimination | [TAMU_POLICY] Civil Rights, Free Speech, and Title IX Policies | [TAMU_POLICY] Americans with Disabilities Act (ADA) Policy | [TAMU_POLICY] Pregnancy Accommodations | [TAMU_POLICY] Statement on Mental Health and Wellness | [TAMU_POLICY] Statement on the Family Educational Rights and | [TAMU_POLICY] Privacy Act (FERPA) | [TAMU_POLICY] Free Speech and Civil Discourse",3 candidates,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202611_CSCE_483_932_37080_v010.md"", ""202611_CSCE_483_932_37080_v010.md"")",3965,7,661,600,100,ok,,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202611_CSCE_483_932_37080_v010.json"", ""202611_CSCE_483_932_37080_v010.json"")",2026-03-11T01:48:47.894088,
202611_CSCE_482_938_42650,v010,CSCE 482,42650,938,320.0,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_CSCE_482_938_42650.pdf"", ""202611_CSCE_482_938_42650.pdf"")",13,11.0,57,304,5424,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_CSCE_482_938_42650_v010.md"", ""202611_CSCE_482_938_42650_v010.md"")",16,3049,2331,56.7,,"TAMU_POLICY:12,DEPT_HEADER:2,INSTITUTIONAL:1,TECH_SUPPORT:1","[DEPT_HEADER] College of Engineering | [DEPT_HEADER] Computer Science and Engineering | [INSTITUTIONAL] Course Copyright | [TECH_SUPPORT] Technology Support | [TAMU_POLICY] University Policies | [TAMU_POLICY] Academic Integrity Statement and Policy | [TAMU_POLICY] University Attendance Policy | [TAMU_POLICY] Makeup Work Policy | [TAMU_POLICY] Notice of Nondiscrimination | [TAMU_POLICY] Civil Rights, Free Speech, and Title IX Policies | [TAMU_POLICY] Americans with Disabilities Act (ADA) Policy | [TAMU_POLICY] Pregnancy Accommodations | [TAMU_POLICY] Statement on Mental Health and Wellness | [TAMU_POLICY] Statement on the Family Educational Rights and | [TAMU_POLICY] Privacy Act (FERPA) | [TAMU_POLICY] Free Speech and Civil Discourse",5 candidates,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202611_CSCE_482_938_42650_v010.md"", ""202611_CSCE_482_938_42650_v010.md"")",2252,4,639,600,100,ok,,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202611_CSCE_482_938_42650_v010.json"", ""202611_CSCE_482_938_42650_v010.json"")",2026-03-11T01:48:28.581547,
202611_CSCE_482_937_42646,v010,CSCE 482,42646,937,320.0,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/raw/simple_syllabus_20260305/202611_CSCE_482_937_42646.pdf"", ""202611_CSCE_482_937_42646.pdf"")",13,11.0,57,304,5425,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_CSCE_482_937_42646_v010.md"", ""202611_CSCE_482_937_42646_v010.md"")",16,3049,2332,56.7,,"TAMU_POLICY:12,DEPT_HEADER:2,INSTITUTIONAL:1,TECH_SUPPORT:1","[DEPT_HEADER] College of Engineering | [DEPT_HEADER] Computer Science and Engineering | [INSTITUTIONAL] Course Copyright | [TECH_SUPPORT] Technology Support | [TAMU_POLICY] University Policies | [TAMU_POLICY] Academic Integrity Statement and Policy | [TAMU_POLICY] University Attendance Policy | [TAMU_POLICY] Makeup Work Policy | [TAMU_POLICY] Notice of Nondiscrimination | [TAMU_POLICY] Civil Rights, Free Speech, and Title IX Policies | [TAMU_POLICY] Americans with Disabilities Act (ADA) Policy | [TAMU_POLICY] Pregnancy Accommodations | [TAMU_POLICY] Statement on Mental Health and Wellness | [TAMU_POLICY] Statement on the Family Educational Rights and | [TAMU_POLICY] Privacy Act (FERPA) | [TAMU_POLICY] Free Speech and Civil Discourse",5 candidates,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202611_CSCE_482_937_42646_v010.md"", ""202611_CSCE_482_937_42646_v010.md"")",2253,4,640,600,100,ok,,ok,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step3_flat/202611_CSCE_482_937_42646_v010.json"", ""202611_CSCE_482_937_42646_v010.json"")",2026-03-11T01:48:19.868752,
