version,file,input_file,output_file,stripped_file,sections_stripped,tokens_stripped,tokens_remaining,reduction_pct,stripped_headers,new_bp_candidates,largest_strip_tokens,largest_strip_header,smallest_strip_tokens,smallest_strip_header,strip_type_counts,status,processed_at
v010,202611_ISEN_432_500_55707_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_ISEN_432_500_55707_v010.md"", ""202611_ISEN_432_500_55707_v010.md"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202611_ISEN_432_500_55707_v010.md"", ""202611_ISEN_432_500_55707_v010.md"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202611_ISEN_432_500_55707_v010_stripped.md"", ""202611_ISEN_432_500_55707_v010_stripped.md"")",14,2661,4758,35.9,"[DEPT_HEADER] College of Engineering | [DEPT_HEADER] Industrial and Systems Engineering | [TECH_SUPPORT] Technology Support | [TAMU_POLICY] University Policies | [TAMU_POLICY] Academic Integrity Statement and Policy | [TAMU_POLICY] University Attendance Policy | [TAMU_POLICY] Makeup Work Policy | [TAMU_POLICY] Notice of Nondiscrimination | [TAMU_POLICY] Civil Rights, Free Speech, and Title IX Policies | [TAMU_POLICY] Americans with Disabilities Act (ADA) Policy | [TAMU_POLICY] Pregnancy Accommodations | [TAMU_POLICY] Statement on Mental Health and Wellness | [TAMU_POLICY] Statement on the Family Educational Rights and | [TAMU_POLICY] Privacy Act (FERPA)",Grading Policy | Grading Policy | Late Work Policy | Course Specific Late Work Policy | Quiz 4  | Safety considerations for human-,500,Americans with Disabilities Act (ADA) Policy,5,College of Engineering,"TAMU_POLICY:11,DEPT_HEADER:2,TECH_SUPPORT:1",ok,2026-03-11T01:26:21.413400
v010,202541_CSCE_331_912_57936_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202541_CSCE_331_912_57936_v010.md"", ""202541_CSCE_331_912_57936_v010.md"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202541_CSCE_331_912_57936_v010.md"", ""202541_CSCE_331_912_57936_v010.md"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202541_CSCE_331_912_57936_v010_stripped.md"", ""202541_CSCE_331_912_57936_v010_stripped.md"")",17,3360,5326,38.7,"[DEPT_HEADER] College of Engineering | [DEPT_HEADER] Computer Science and Engineering | [TECH_SUPPORT] Technology Support | [TECH_SUPPORT] Learning Resources | [TAMU_POLICY] University Policies | [TAMU_POLICY] University Attendance Policy | [TAMU_POLICY] Makeup Work Policy | [TAMU_POLICY] Academic Integrity Statement and Policy | [TAMU_POLICY] Notice of Nondiscrimination | [TAMU_POLICY] Civil Rights, Free Speech, and Title IX Policies | [TAMU_POLICY] Americans with Disabilities Act (ADA) Policy | [TAMU_POLICY] Pregnancy Accommodations | [TAMU_POLICY] Statement on Mental Health and Wellness | [TAMU_POLICY] Statement on the Family Educational Rights and | [TAMU_POLICY] Privacy Act (FERPA) | [TAMU_POLICY] College and Department Policies | [TAMU_POLICY] Free Speech and Civil Discourse","reach out to the myself or a TA. Also, the  University Writing Center | Grading Policy | Late Work Policy | Course Specific Late Work Policy | Accessibility, Integration, and | Copyright | Course Specific Attendance Policy | Course - Specific   Attendance   and   Participation   Policy | AI   Policy   Statement   for   Software   Engineering | This   policy   is   intended   to   help   you   learn   how   to   use   modern   AI   tools",521,Learning Resources,5,College of Engineering,"TAMU_POLICY:13,DEPT_HEADER:2,TECH_SUPPORT:2",ok,2026-03-11T01:26:23.467425
v010,202611_ISEN_432_501_60006_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_ISEN_432_501_60006_v010.md"", ""202611_ISEN_432_501_60006_v010.md"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202611_ISEN_432_501_60006_v010.md"", ""202611_ISEN_432_501_60006_v010.md"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202611_ISEN_432_501_60006_v010_stripped.md"", ""202611_ISEN_432_501_60006_v010_stripped.md"")",14,2661,4758,35.9,"[DEPT_HEADER] College of Engineering | [DEPT_HEADER] Industrial and Systems Engineering | [TECH_SUPPORT] Technology Support | [TAMU_POLICY] University Policies | [TAMU_POLICY] Academic Integrity Statement and Policy | [TAMU_POLICY] University Attendance Policy | [TAMU_POLICY] Makeup Work Policy | [TAMU_POLICY] Notice of Nondiscrimination | [TAMU_POLICY] Civil Rights, Free Speech, and Title IX Policies | [TAMU_POLICY] Americans with Disabilities Act (ADA) Policy | [TAMU_POLICY] Pregnancy Accommodations | [TAMU_POLICY] Statement on Mental Health and Wellness | [TAMU_POLICY] Statement on the Family Educational Rights and | [TAMU_POLICY] Privacy Act (FERPA)",Grading Policy | Grading Policy | Late Work Policy | Course Specific Late Work Policy | Quiz 4  | Safety considerations for human-,500,Americans with Disabilities Act (ADA) Policy,5,College of Engineering,"TAMU_POLICY:11,DEPT_HEADER:2,TECH_SUPPORT:1",ok,2026-03-11T01:26:27.767962
v010,202541_CSCE_331_913_57937_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202541_CSCE_331_913_57937_v010.md"", ""202541_CSCE_331_913_57937_v010.md"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202541_CSCE_331_913_57937_v010.md"", ""202541_CSCE_331_913_57937_v010.md"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202541_CSCE_331_913_57937_v010_stripped.md"", ""202541_CSCE_331_913_57937_v010_stripped.md"")",17,3360,5326,38.7,"[DEPT_HEADER] College of Engineering | [DEPT_HEADER] Computer Science and Engineering | [TECH_SUPPORT] Technology Support | [TECH_SUPPORT] Learning Resources | [TAMU_POLICY] University Policies | [TAMU_POLICY] University Attendance Policy | [TAMU_POLICY] Makeup Work Policy | [TAMU_POLICY] Academic Integrity Statement and Policy | [TAMU_POLICY] Notice of Nondiscrimination | [TAMU_POLICY] Civil Rights, Free Speech, and Title IX Policies | [TAMU_POLICY] Americans with Disabilities Act (ADA) Policy | [TAMU_POLICY] Pregnancy Accommodations | [TAMU_POLICY] Statement on Mental Health and Wellness | [TAMU_POLICY] Statement on the Family Educational Rights and | [TAMU_POLICY] Privacy Act (FERPA) | [TAMU_POLICY] College and Department Policies | [TAMU_POLICY] Free Speech and Civil Discourse","reach out to the myself or a TA. Also, the  University Writing Center | Grading Policy | Late Work Policy | Course Specific Late Work Policy | Accessibility, Integration, and | Copyright | Course Specific Attendance Policy | Course - Specific   Attendance   and   Participation   Policy | AI   Policy   Statement   for   Software   Engineering | This   policy   is   intended   to   help   you   learn   how   to   use   modern   AI   tools",521,Learning Resources,5,College of Engineering,"TAMU_POLICY:13,DEPT_HEADER:2,TECH_SUPPORT:2",ok,2026-03-11T01:26:31.032173
v010,202611_ISEN_453_501_45910_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_ISEN_453_501_45910_v010.md"", ""202611_ISEN_453_501_45910_v010.md"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202611_ISEN_453_501_45910_v010.md"", ""202611_ISEN_453_501_45910_v010.md"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202611_ISEN_453_501_45910_v010_stripped.md"", ""202611_ISEN_453_501_45910_v010_stripped.md"")",15,2819,1301,68.4,"[DEPT_HEADER] College of Engineering | [DEPT_HEADER] Industrial and Systems Engineering | [TECH_SUPPORT] Technology Support | [TAMU_POLICY] University Policies | [TAMU_POLICY] Academic Integrity Statement and Policy | [TAMU_POLICY] University Attendance Policy | [TAMU_POLICY] Makeup Work Policy | [TAMU_POLICY] Notice of Nondiscrimination | [TAMU_POLICY] Civil Rights, Free Speech, and Title IX Policies | [TAMU_POLICY] Americans with Disabilities Act (ADA) Policy | [TAMU_POLICY] Pregnancy Accommodations | [TAMU_POLICY] Statement on Mental Health and Wellness | [TAMU_POLICY] Statement on the Family Educational Rights and | [TAMU_POLICY] Privacy Act (FERPA) | [TAMU_POLICY] Free Speech and Civil Discourse",Grading Policy | Late Work Policy,500,Americans with Disabilities Act (ADA) Policy,5,College of Engineering,"TAMU_POLICY:12,DEPT_HEADER:2,TECH_SUPPORT:1",ok,2026-03-11T01:26:33.672341
v010,202541_CSCE_331_914_57938_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202541_CSCE_331_914_57938_v010.md"", ""202541_CSCE_331_914_57938_v010.md"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202541_CSCE_331_914_57938_v010.md"", ""202541_CSCE_331_914_57938_v010.md"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202541_CSCE_331_914_57938_v010_stripped.md"", ""202541_CSCE_331_914_57938_v010_stripped.md"")",17,3360,5326,38.7,"[DEPT_HEADER] College of Engineering | [DEPT_HEADER] Computer Science and Engineering | [TECH_SUPPORT] Technology Support | [TECH_SUPPORT] Learning Resources | [TAMU_POLICY] University Policies | [TAMU_POLICY] University Attendance Policy | [TAMU_POLICY] Makeup Work Policy | [TAMU_POLICY] Academic Integrity Statement and Policy | [TAMU_POLICY] Notice of Nondiscrimination | [TAMU_POLICY] Civil Rights, Free Speech, and Title IX Policies | [TAMU_POLICY] Americans with Disabilities Act (ADA) Policy | [TAMU_POLICY] Pregnancy Accommodations | [TAMU_POLICY] Statement on Mental Health and Wellness | [TAMU_POLICY] Statement on the Family Educational Rights and | [TAMU_POLICY] Privacy Act (FERPA) | [TAMU_POLICY] College and Department Policies | [TAMU_POLICY] Free Speech and Civil Discourse","reach out to the myself or a TA. Also, the  University Writing Center | Grading Policy | Late Work Policy | Course Specific Late Work Policy | Accessibility, Integration, and | Copyright | Course Specific Attendance Policy | Course - Specific   Attendance   and   Participation   Policy | AI   Policy   Statement   for   Software   Engineering | This   policy   is   intended   to   help   you   learn   how   to   use   modern   AI   tools",521,Learning Resources,5,College of Engineering,"TAMU_POLICY:13,DEPT_HEADER:2,TECH_SUPPORT:2",ok,2026-03-11T01:26:39.789805
v010,202611_ISEN_460_900_26589_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_ISEN_460_900_26589_v010.md"", ""202611_ISEN_460_900_26589_v010.md"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202611_ISEN_460_900_26589_v010.md"", ""202611_ISEN_460_900_26589_v010.md"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202611_ISEN_460_900_26589_v010_stripped.md"", ""202611_ISEN_460_900_26589_v010_stripped.md"")",15,2819,3196,46.9,"[DEPT_HEADER] College of Engineering | [DEPT_HEADER] Industrial and Systems Engineering | [TECH_SUPPORT] Technology Support | [TAMU_POLICY] University Policies | [TAMU_POLICY] Academic Integrity Statement and Policy | [TAMU_POLICY] University Attendance Policy | [TAMU_POLICY] Makeup Work Policy | [TAMU_POLICY] Notice of Nondiscrimination | [TAMU_POLICY] Civil Rights, Free Speech, and Title IX Policies | [TAMU_POLICY] Americans with Disabilities Act (ADA) Policy | [TAMU_POLICY] Pregnancy Accommodations | [TAMU_POLICY] Statement on Mental Health and Wellness | [TAMU_POLICY] Statement on the Family Educational Rights and | [TAMU_POLICY] Privacy Act (FERPA) | [TAMU_POLICY] Free Speech and Civil Discourse",Grading Policy | Late Work Policy | Course Specific Late Work Policy | Course Specific Attendance Policy,500,Americans with Disabilities Act (ADA) Policy,5,College of Engineering,"TAMU_POLICY:12,DEPT_HEADER:2,TECH_SUPPORT:1",ok,2026-03-11T01:26:39.868328
v010,202541_CSCE_331_915_57939_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202541_CSCE_331_915_57939_v010.md"", ""202541_CSCE_331_915_57939_v010.md"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202541_CSCE_331_915_57939_v010.md"", ""202541_CSCE_331_915_57939_v010.md"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202541_CSCE_331_915_57939_v010_stripped.md"", ""202541_CSCE_331_915_57939_v010_stripped.md"")",17,3360,5326,38.7,"[DEPT_HEADER] College of Engineering | [DEPT_HEADER] Computer Science and Engineering | [TECH_SUPPORT] Technology Support | [TECH_SUPPORT] Learning Resources | [TAMU_POLICY] University Policies | [TAMU_POLICY] University Attendance Policy | [TAMU_POLICY] Makeup Work Policy | [TAMU_POLICY] Academic Integrity Statement and Policy | [TAMU_POLICY] Notice of Nondiscrimination | [TAMU_POLICY] Civil Rights, Free Speech, and Title IX Policies | [TAMU_POLICY] Americans with Disabilities Act (ADA) Policy | [TAMU_POLICY] Pregnancy Accommodations | [TAMU_POLICY] Statement on Mental Health and Wellness | [TAMU_POLICY] Statement on the Family Educational Rights and | [TAMU_POLICY] Privacy Act (FERPA) | [TAMU_POLICY] College and Department Policies | [TAMU_POLICY] Free Speech and Civil Discourse","reach out to the myself or a TA. Also, the  University Writing Center | Grading Policy | Late Work Policy | Course Specific Late Work Policy | Accessibility, Integration, and | Copyright | Course Specific Attendance Policy | Course - Specific   Attendance   and   Participation   Policy | AI   Policy   Statement   for   Software   Engineering | This   policy   is   intended   to   help   you   learn   how   to   use   modern   AI   tools",521,Learning Resources,5,College of Engineering,"TAMU_POLICY:13,DEPT_HEADER:2,TECH_SUPPORT:2",ok,2026-03-11T01:26:45.488775
v010,202611_ISEN_460_901_26588_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_ISEN_460_901_26588_v010.md"", ""202611_ISEN_460_901_26588_v010.md"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202611_ISEN_460_901_26588_v010.md"", ""202611_ISEN_460_901_26588_v010.md"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202611_ISEN_460_901_26588_v010_stripped.md"", ""202611_ISEN_460_901_26588_v010_stripped.md"")",15,2819,3207,46.8,"[DEPT_HEADER] College of Engineering | [DEPT_HEADER] Industrial and Systems Engineering | [TECH_SUPPORT] Technology Support | [TAMU_POLICY] University Policies | [TAMU_POLICY] Academic Integrity Statement and Policy | [TAMU_POLICY] University Attendance Policy | [TAMU_POLICY] Makeup Work Policy | [TAMU_POLICY] Notice of Nondiscrimination | [TAMU_POLICY] Civil Rights, Free Speech, and Title IX Policies | [TAMU_POLICY] Americans with Disabilities Act (ADA) Policy | [TAMU_POLICY] Pregnancy Accommodations | [TAMU_POLICY] Statement on Mental Health and Wellness | [TAMU_POLICY] Statement on the Family Educational Rights and | [TAMU_POLICY] Privacy Act (FERPA) | [TAMU_POLICY] Free Speech and Civil Discourse",Grading Policy | Late Work Policy | Course Specific Late Work Policy | Course Specific Attendance Policy,500,Americans with Disabilities Act (ADA) Policy,5,College of Engineering,"TAMU_POLICY:12,DEPT_HEADER:2,TECH_SUPPORT:1",ok,2026-03-11T01:26:47.885403
v010,202541_CSCE_331_916_57940_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202541_CSCE_331_916_57940_v010.md"", ""202541_CSCE_331_916_57940_v010.md"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202541_CSCE_331_916_57940_v010.md"", ""202541_CSCE_331_916_57940_v010.md"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202541_CSCE_331_916_57940_v010_stripped.md"", ""202541_CSCE_331_916_57940_v010_stripped.md"")",18,3200,4241,43.0,"[DEPT_HEADER] College of Engineering | [DEPT_HEADER] Computer Science and Engineering | [TECH_SUPPORT] Technology Support | [TECH_SUPPORT] Learning Resources | [TECH_SUPPORT] Peer Teacher Central | [TECH_SUPPORT] University Writing Center | [TAMU_POLICY] University Policies | [TAMU_POLICY] University Attendance Policy | [TAMU_POLICY] Makeup Work Policy | [TAMU_POLICY] Academic Integrity Statement and Policy | [TAMU_POLICY] Notice of Nondiscrimination | [TAMU_POLICY] Civil Rights, Free Speech, and Title IX Policies | [TAMU_POLICY] Americans with Disabilities Act (ADA) Policy | [TAMU_POLICY] Pregnancy Accommodations | [TAMU_POLICY] Statement on Mental Health and Wellness | [TAMU_POLICY] Statement on the Family Educational Rights and | [TAMU_POLICY] Privacy Act (FERPA) | [TAMU_POLICY] Free Speech and Civil Discourse",Grading Policy | Late Work Policy | Course Specific Late Work Policy | Copyright | AI Policy Statement for Software Engineering,500,Americans with Disabilities Act (ADA) Policy,5,College of Engineering,"TAMU_POLICY:12,TECH_SUPPORT:4,DEPT_HEADER:2",ok,2026-03-11T01:26:55.791765
v010,202611_ISEN_460_902_45918_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_ISEN_460_902_45918_v010.md"", ""202611_ISEN_460_902_45918_v010.md"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202611_ISEN_460_902_45918_v010.md"", ""202611_ISEN_460_902_45918_v010.md"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202611_ISEN_460_902_45918_v010_stripped.md"", ""202611_ISEN_460_902_45918_v010_stripped.md"")",15,2819,3207,46.8,"[DEPT_HEADER] College of Engineering | [DEPT_HEADER] Industrial and Systems Engineering | [TECH_SUPPORT] Technology Support | [TAMU_POLICY] University Policies | [TAMU_POLICY] Academic Integrity Statement and Policy | [TAMU_POLICY] University Attendance Policy | [TAMU_POLICY] Makeup Work Policy | [TAMU_POLICY] Notice of Nondiscrimination | [TAMU_POLICY] Civil Rights, Free Speech, and Title IX Policies | [TAMU_POLICY] Americans with Disabilities Act (ADA) Policy | [TAMU_POLICY] Pregnancy Accommodations | [TAMU_POLICY] Statement on Mental Health and Wellness | [TAMU_POLICY] Statement on the Family Educational Rights and | [TAMU_POLICY] Privacy Act (FERPA) | [TAMU_POLICY] Free Speech and Civil Discourse",Grading Policy | Late Work Policy | Course Specific Late Work Policy | Course Specific Attendance Policy,500,Americans with Disabilities Act (ADA) Policy,5,College of Engineering,"TAMU_POLICY:12,DEPT_HEADER:2,TECH_SUPPORT:1",ok,2026-03-11T01:27:02.051526
v010,202541_CSCE_331_950_53958_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202541_CSCE_331_950_53958_v010.md"", ""202541_CSCE_331_950_53958_v010.md"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202541_CSCE_331_950_53958_v010.md"", ""202541_CSCE_331_950_53958_v010.md"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202541_CSCE_331_950_53958_v010_stripped.md"", ""202541_CSCE_331_950_53958_v010_stripped.md"")",14,2943,4482,39.6,"[DEPT_HEADER] College of Engineering | [DEPT_HEADER] Computer Science and Engineering | [TECH_SUPPORT] Technology Support | [TECH_SUPPORT] Learning Resources | [TAMU_POLICY] University Policies | [TAMU_POLICY] University Attendance Policy | [TAMU_POLICY] Makeup Work Policy | [TAMU_POLICY] Academic Integrity Statement and Policy | [TAMU_POLICY] Notice of Nondiscrimination | [TAMU_POLICY] Civil Rights, Free Speech, and Title IX Policies | [TAMU_POLICY] Americans with Disabilities Act (ADA) Policy | [TAMU_POLICY] Pregnancy Accommodations | [TAMU_POLICY] Statement on Mental Health and Wellness | [TAMU_POLICY] Free Speech and Civil Discourse","Each and every Perusall reading assignment must be accessed from Canvas | to receive credit and for grades to transfer to Canvas. | Grading Policy | Late Work Policy | Course Specific Late Work Policy | and project details will be communicated on Canvas. | Accessibility, Integration, and Configuration | Statement on the Family Educational Rights and Privacy | Act (FERPA)",500,Americans with Disabilities Act (ADA) Policy,5,College of Engineering,"TAMU_POLICY:10,DEPT_HEADER:2,TECH_SUPPORT:2",ok,2026-03-11T01:27:04.868034
v010,202611_ISEN_489_501_60410_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_ISEN_489_501_60410_v010.md"", ""202611_ISEN_489_501_60410_v010.md"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202611_ISEN_489_501_60410_v010.md"", ""202611_ISEN_489_501_60410_v010.md"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202611_ISEN_489_501_60410_v010_stripped.md"", ""202611_ISEN_489_501_60410_v010_stripped.md"")",15,2819,1002,73.8,"[DEPT_HEADER] College of Engineering | [DEPT_HEADER] Industrial and Systems Engineering | [TECH_SUPPORT] Technology Support | [TAMU_POLICY] University Policies | [TAMU_POLICY] Academic Integrity Statement and Policy | [TAMU_POLICY] University Attendance Policy | [TAMU_POLICY] Makeup Work Policy | [TAMU_POLICY] Notice of Nondiscrimination | [TAMU_POLICY] Civil Rights, Free Speech, and Title IX Policies | [TAMU_POLICY] Americans with Disabilities Act (ADA) Policy | [TAMU_POLICY] Pregnancy Accommodations | [TAMU_POLICY] Statement on Mental Health and Wellness | [TAMU_POLICY] Statement on the Family Educational Rights and | [TAMU_POLICY] Privacy Act (FERPA) | [TAMU_POLICY] Free Speech and Civil Discourse",Grading Policy | Late Work Policy | Course Specific Late Work Policy | Course Specific Attendance Policy | Course Specific Makeup Work Policy,500,Americans with Disabilities Act (ADA) Policy,5,College of Engineering,"TAMU_POLICY:12,DEPT_HEADER:2,TECH_SUPPORT:1",ok,2026-03-11T01:27:11.870806
v010,202541_CSCE_331_970_53940_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202541_CSCE_331_970_53940_v010.md"", ""202541_CSCE_331_970_53940_v010.md"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202541_CSCE_331_970_53940_v010.md"", ""202541_CSCE_331_970_53940_v010.md"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202541_CSCE_331_970_53940_v010_stripped.md"", ""202541_CSCE_331_970_53940_v010_stripped.md"")",18,3200,4307,42.6,"[DEPT_HEADER] College of Engineering | [DEPT_HEADER] Computer Science and Engineering | [TECH_SUPPORT] Technology Support | [TECH_SUPPORT] Learning Resources | [TECH_SUPPORT] Peer Teacher Central | [TECH_SUPPORT] University Writing Center | [TAMU_POLICY] University Policies | [TAMU_POLICY] University Attendance Policy | [TAMU_POLICY] Makeup Work Policy | [TAMU_POLICY] Academic Integrity Statement and Policy | [TAMU_POLICY] Notice of Nondiscrimination | [TAMU_POLICY] Civil Rights, Free Speech, and Title IX Policies | [TAMU_POLICY] Americans with Disabilities Act (ADA) Policy | [TAMU_POLICY] Pregnancy Accommodations | [TAMU_POLICY] Statement on Mental Health and Wellness | [TAMU_POLICY] Statement on the Family Educational Rights and | [TAMU_POLICY] Privacy Act (FERPA) | [TAMU_POLICY] Free Speech and Civil Discourse",Honors: | Grading Policy | Late Work Policy | Course Specific Late Work Policy | Copyright | AI Policy Statement for Software Engineering,500,Americans with Disabilities Act (ADA) Policy,5,College of Engineering,"TAMU_POLICY:12,TECH_SUPPORT:4,DEPT_HEADER:2",ok,2026-03-11T01:27:13.706887
v010,202611_ISEN_616_600_39775_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_ISEN_616_600_39775_v010.md"", ""202611_ISEN_616_600_39775_v010.md"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202611_ISEN_616_600_39775_v010.md"", ""202611_ISEN_616_600_39775_v010.md"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202611_ISEN_616_600_39775_v010_stripped.md"", ""202611_ISEN_616_600_39775_v010_stripped.md"")",15,2819,1710,62.2,"[DEPT_HEADER] College of Engineering | [DEPT_HEADER] Industrial and Systems Engineering | [TECH_SUPPORT] Technology Support | [TAMU_POLICY] University Policies | [TAMU_POLICY] Academic Integrity Statement and Policy | [TAMU_POLICY] University Attendance Policy | [TAMU_POLICY] Makeup Work Policy | [TAMU_POLICY] Notice of Nondiscrimination | [TAMU_POLICY] Civil Rights, Free Speech, and Title IX Policies | [TAMU_POLICY] Americans with Disabilities Act (ADA) Policy | [TAMU_POLICY] Pregnancy Accommodations | [TAMU_POLICY] Statement on Mental Health and Wellness | [TAMU_POLICY] Statement on the Family Educational Rights and | [TAMU_POLICY] Privacy Act (FERPA) | [TAMU_POLICY] Free Speech and Civil Discourse",Hamada textbook for free: | Grading Policy | Grades will be maintained in the gradebook within Canvas. | Late Work Policy | Course Specific Late Work Policy | Homework will be released on Canvas and is due on the designated. Late homework | Description of the project tasks will be announced on Canvas. Project report is due on | Course Specific Attendance Policy,500,Americans with Disabilities Act (ADA) Policy,5,College of Engineering,"TAMU_POLICY:12,DEPT_HEADER:2,TECH_SUPPORT:1",ok,2026-03-11T01:27:16.639322
v010,202611_ISEN_616_700_39910_v010.md,"=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step1_markdown/202611_ISEN_616_700_39910_v010.md"", ""202611_ISEN_616_700_39910_v010.md"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202611_ISEN_616_700_39910_v010.md"", ""202611_ISEN_616_700_39910_v010.md"")","=HYPERLINK(""file:///C:/dev/TAMU_NEW/tamu_data/processed/v3_step2_boilerplate/202611_ISEN_616_700_39910_v010_stripped.md"", ""202611_ISEN_616_700_39910_v010_stripped.md"")",15,2819,1691,62.5,"[DEPT_HEADER] College of Engineering | [DEPT_HEADER] Industrial and Systems Engineering | [TECH_SUPPORT] Technology Support | [TAMU_POLICY] University Policies | [TAMU_POLICY] Academic Integrity Statement and Policy | [TAMU_POLICY] University Attendance Policy | [TAMU_POLICY] Makeup Work Policy | [TAMU_POLICY] Notice of Nondiscrimination | [TAMU_POLICY] Civil Rights, Free Speech, and Title IX Policies | [TAMU_POLICY] Americans with Disabilities Act (ADA) Policy | [TAMU_POLICY] Pregnancy Accommodations | [TAMU_POLICY] Statement on Mental Health and Wellness | [TAMU_POLICY] Statement on the Family Educational Rights and | [TAMU_POLICY] Privacy Act (FERPA) | [TAMU_POLICY] Free Speech and Civil Discourse",Hamada textbook for free: | Grading Policy | Grades will be maintained in the gradebook within Canvas. | Late Work Policy | Course Specific Late Work Policy | Homework will be released on Canvas and is due on the designated. Late homework | Description of the project tasks will be announced on Canvas. Project report is due on,500,Americans with Disabilities Act (ADA) Policy,5,College of Engineering,"TAMU_POLICY:12,DEPT_HEADER:2,TECH_SUPPORT:1",ok,2026-03-11T01:27:20.201105
